,keyword,count,top_count,bottom_count,top_relative_frequency,bottom_relative_frequency
3687,robot fighting,1,1.0,0.0,1.0,0.0
3688,snail,1,1.0,0.0,1.0,0.0
3689,fast,1,1.0,0.0,1.0,0.0
3690,racer,1,1.0,0.0,1.0,0.0
3691,turbo,1,1.0,0.0,1.0,0.0
3692,pain,1,1.0,0.0,1.0,0.0
3693,stunt,1,1.0,0.0,1.0,0.0
3694,red baron,1,1.0,0.0,1.0,0.0
3695,peanuts,1,1.0,0.0,1.0,0.0
3696,saga,1,1.0,0.0,1.0,0.0
3697,charlie brown,1,1.0,0.0,1.0,0.0
3698,snoopy,1,1.0,0.0,1.0,0.0
3699,hatred,1,1.0,0.0,1.0,0.0
3700,punk,1,1.0,0.0,1.0,0.0
3701,stockholm,1,1.0,0.0,1.0,0.0
3702,antisocial personality disorder,1,1.0,0.0,1.0,0.0
3703,sadist,1,1.0,0.0,1.0,0.0
3704,bible quote,1,1.0,0.0,1.0,0.0
3705,dead cat,1,1.0,0.0,1.0,0.0
3706,millennium,1,1.0,0.0,1.0,0.0
3707,xenomorph,1,1.0,0.0,1.0,0.0
3708,uso,1,1.0,0.0,1.0,0.0
3709,teenage prostitute,1,1.0,0.0,1.0,0.0
3710,beating the odds,1,1.0,0.0,1.0,0.0
3711,hotel lobby,1,1.0,0.0,1.0,0.0
3712,renaissance painting,1,1.0,0.0,1.0,0.0
3713,flash mob,1,1.0,0.0,1.0,0.0
3714,dance instructor,1,1.0,0.0,1.0,0.0
3715,real estate development,1,1.0,0.0,1.0,0.0
3716,midnight,1,1.0,0.0,1.0,0.0
3717,versailles,1,1.0,0.0,1.0,0.0
3718,sculpture,1,1.0,0.0,1.0,0.0
3719,wine tasting,1,1.0,0.0,1.0,0.0
3720,tank,1,1.0,0.0,1.0,0.0
3721,rich vs poor,1,1.0,0.0,1.0,0.0
3722,bellboy,1,1.0,0.0,1.0,0.0
3723,pentagon papers,1,1.0,0.0,1.0,0.0
3724,government cover-up,1,1.0,0.0,1.0,0.0
3725,publisher,1,1.0,0.0,1.0,0.0
3726,tidal wave,1,1.0,0.0,1.0,0.0
3727,swept away,1,1.0,0.0,1.0,0.0
3728,separation from family,1,1.0,0.0,1.0,0.0
3729,boxing day,1,1.0,0.0,1.0,0.0
3730,denial,1,1.0,0.0,1.0,0.0
3731,porn actress,1,1.0,0.0,1.0,0.0
3732,jesus freak,1,1.0,0.0,1.0,0.0
3733,european,1,1.0,0.0,1.0,0.0
3734,wartime,1,1.0,0.0,1.0,0.0
3735,fake death,1,1.0,0.0,1.0,0.0
3736,street child,1,1.0,0.0,1.0,0.0
3737,loner,1,1.0,0.0,1.0,0.0
3738,call girl,1,1.0,0.0,1.0,0.0
3739,mysterious past,1,1.0,0.0,1.0,0.0
3740,tricycle,1,1.0,0.0,1.0,0.0
3741,laptop computer,1,1.0,0.0,1.0,0.0
3742,videotape,1,1.0,0.0,1.0,0.0
3743,evil child,1,1.0,0.0,1.0,0.0
3744,adopted child,1,1.0,0.0,1.0,0.0
3745,long lost relative,1,1.0,0.0,1.0,0.0
3746,tasmania,1,1.0,0.0,1.0,0.0
3747,underground fighting,1,1.0,0.0,1.0,0.0
3748,plane crash,1,1.0,0.0,1.0,0.0
3749,motivational speaker,1,1.0,0.0,1.0,0.0
3750,spear,1,1.0,0.0,1.0,0.0
3751,labyrinth,1,1.0,0.0,1.0,0.0
3752,greek god,1,1.0,0.0,1.0,0.0
3753,damage,1,1.0,0.0,1.0,0.0
3754,alien monster,1,1.0,0.0,1.0,0.0
3755,teenage hero,1,1.0,0.0,1.0,0.0
3756,robot suits,1,1.0,0.0,1.0,0.0
3757,nepal,1,1.0,0.0,1.0,0.0
3758,yeti,1,1.0,0.0,1.0,0.0
3759,sparta greece,1,1.0,0.0,1.0,0.0
3760,naval warfare,1,1.0,0.0,1.0,0.0
3761,sea battle,1,1.0,0.0,1.0,0.0
3762,pacific  ocean,1,1.0,0.0,1.0,0.0
3763,interpol,1,1.0,0.0,1.0,0.0
3764,wishes come true,1,1.0,0.0,1.0,0.0
3765,wormhole,1,1.0,0.0,1.0,0.0
3766,famine,1,1.0,0.0,1.0,0.0
3767,quantum mechanics,1,1.0,0.0,1.0,0.0
3768,zebra,1,1.0,0.0,1.0,0.0
3769,orangutan,1,1.0,0.0,1.0,0.0
3770,hyena,1,1.0,0.0,1.0,0.0
3771,meerkat,1,1.0,0.0,1.0,0.0
3772,lifeboat,1,1.0,0.0,1.0,0.0
3773,injured animal,1,1.0,0.0,1.0,0.0
3774,told in flashback,1,1.0,0.0,1.0,0.0
3775,teenage protagonist,1,1.0,0.0,1.0,0.0
3776,hostile takeover,1,1.0,0.0,1.0,0.0
3777,mythological place,1,1.0,0.0,1.0,0.0
3778,insect,1,1.0,0.0,1.0,0.0
3779,giant man,1,1.0,0.0,1.0,0.0
3780,game of death,1,1.0,0.0,1.0,0.0
3781,troubled past,1,1.0,0.0,1.0,0.0
3782,life on the margin,1,1.0,0.0,1.0,0.0
3783,young girl,1,1.0,0.0,1.0,0.0
3784,sailor,1,1.0,0.0,1.0,0.0
3785,polynesia,1,1.0,0.0,1.0,0.0
3786,electrocution,1,1.0,0.0,1.0,0.0
3787,neurosurgeon,1,1.0,0.0,1.0,0.0
3788,fleet,1,1.0,0.0,1.0,0.0
3789,trident,1,1.0,0.0,1.0,0.0
3790,central park,1,1.0,0.0,1.0,0.0
3791,talking animal,1,1.0,0.0,1.0,0.0
3792,fictional tv show,1,1.0,0.0,1.0,0.0
3793,ogre,1,1.0,0.0,1.0,0.0
3794,sleeping beauty,1,1.0,0.0,1.0,0.0
3795,literary adaptation,1,1.0,0.0,1.0,0.0
3796,secret mission,1,1.0,0.0,1.0,0.0
3797,furry,1,1.0,0.0,1.0,0.0
3798,treasure map,1,1.0,0.0,1.0,0.0
3799,caribbean sea,1,1.0,0.0,1.0,0.0
3800,changing the past or future,1,1.0,0.0,1.0,0.0
3801,perversion,1,1.0,0.0,1.0,0.0
3802,botanist,1,1.0,0.0,1.0,0.0
3803,engineering,1,1.0,0.0,1.0,0.0
3804,deep space,1,1.0,0.0,1.0,0.0
3805,training camp,1,1.0,0.0,1.0,0.0
3806,teamwork,1,1.0,0.0,1.0,0.0
3807,dormitory,1,1.0,0.0,1.0,0.0
3808,leader,1,1.0,0.0,1.0,0.0
3809,colony,1,1.0,0.0,1.0,0.0
3810,spider bite,1,1.0,0.0,1.0,0.0
3811,masked vigilante,1,1.0,0.0,1.0,0.0
3812,voyage,1,1.0,0.0,1.0,0.0
3813,island life,1,1.0,0.0,1.0,0.0
3814,part live action,1,1.0,0.0,1.0,0.0
3815,another dimension,1,1.0,0.0,1.0,0.0
3816,telepathy,1,1.0,0.0,1.0,0.0
3817,tough girl,1,1.0,0.0,1.0,0.0
3818,surgery,1,1.0,0.0,1.0,0.0
3819,brain capacity,1,1.0,0.0,1.0,0.0
3820,synthetic drug,1,1.0,0.0,1.0,0.0
3821,detective inspector,1,1.0,0.0,1.0,0.0
3822,passion,1,1.0,0.0,1.0,0.0
3823,traffic jam,1,1.0,0.0,1.0,0.0
3824,casting,1,1.0,0.0,1.0,0.0
3825,jazz club,1,1.0,0.0,1.0,0.0
3826,pier,1,1.0,0.0,1.0,0.0
3827,planetarium,1,1.0,0.0,1.0,0.0
3828,watching a movie,1,1.0,0.0,1.0,0.0
3829,movie set,1,1.0,0.0,1.0,0.0
3830,one woman show,1,1.0,0.0,1.0,0.0
3831,grizzly bear,1,1.0,0.0,1.0,0.0
3832,fur trapping,1,1.0,0.0,1.0,0.0
3833,frontier,1,1.0,0.0,1.0,0.0
3834,scalping,1,1.0,0.0,1.0,0.0
3835,bear attack,1,1.0,0.0,1.0,0.0
3836,indian attack,1,1.0,0.0,1.0,0.0
3837,wolves,1,1.0,0.0,1.0,0.0
3838,dreamy,1,1.0,0.0,1.0,0.0
3839,talking cat,1,1.0,0.0,1.0,0.0
3840,columbus ohio,1,1.0,0.0,1.0,0.0
3841,2040s,1,1.0,0.0,1.0,0.0
3842,evil doctor,1,1.0,0.0,1.0,0.0
3843,hate,1,1.0,0.0,1.0,0.0
3844,dead brother,1,1.0,0.0,1.0,0.0
3845,hustler,1,1.0,0.0,1.0,0.0
3846,sultan,1,1.0,0.0,1.0,0.0
3847,flying carpet,1,1.0,0.0,1.0,0.0
3848,genie,1,1.0,0.0,1.0,0.0
3849,arabian nights,1,1.0,0.0,1.0,0.0
3850,adoptive father,1,1.0,0.0,1.0,0.0
3851,life's dream,1,1.0,0.0,1.0,0.0
3852,tomboy,1,1.0,0.0,1.0,0.0
3853,cattivissimo,1,1.0,0.0,1.0,0.0
3854,changing history,1,1.0,0.0,1.0,0.0
3855,death of husband,1,1.0,0.0,1.0,0.0
3856,blue,1,1.0,0.0,1.0,0.0
3857,vortex,1,1.0,0.0,1.0,0.0
3858,old flame,1,1.0,0.0,1.0,0.0
3859,harry potter,1,1.0,0.0,1.0,0.0
3860,fantastic beasts,1,1.0,0.0,1.0,0.0
3861,lost shoe,1,1.0,0.0,1.0,0.0
3862,cenicienta,1,1.0,0.0,1.0,0.0
3863,fictional government agency,1,1.0,0.0,1.0,0.0
3864,seeing the future,1,1.0,0.0,1.0,0.0
3865,subway station,1,1.0,0.0,1.0,0.0
3866,life after death,1,1.0,0.0,1.0,0.0
3867,duke,1,1.0,0.0,1.0,0.0
3868,silver,1,1.0,0.0,1.0,0.0
3869,hippopotamus,1,1.0,0.0,1.0,0.0
3870,fox,1,1.0,0.0,1.0,0.0
3871,sheep,1,1.0,0.0,1.0,0.0
3872,moose,1,1.0,0.0,1.0,0.0
3873,urban,1,1.0,0.0,1.0,0.0
3874,cheetah,1,1.0,0.0,1.0,0.0
3875,racial prejudice,1,1.0,0.0,1.0,0.0
3876,reconciliation,1,1.0,0.0,1.0,0.0
3877,ram,1,1.0,0.0,1.0,0.0
3878,police woman,1,1.0,0.0,1.0,0.0
3879,yak,1,1.0,0.0,1.0,0.0
3880,african buffalo,1,1.0,0.0,1.0,0.0
3881,gazelle,1,1.0,0.0,1.0,0.0
3882,three-toed sloth,1,1.0,0.0,1.0,0.0
3883,arctic shrew,1,1.0,0.0,1.0,0.0
3884,african elephant,1,1.0,0.0,1.0,0.0
3885,honey badger,1,1.0,0.0,1.0,0.0
3886,indian elephant,1,1.0,0.0,1.0,0.0
3887,black jaguar,1,1.0,0.0,1.0,0.0
3888,fennec fox,1,1.0,0.0,1.0,0.0
3889,black rhinoceros,1,1.0,0.0,1.0,0.0
3890,nine-banded armadillo,1,1.0,0.0,1.0,0.0
3891,daycare,1,1.0,0.0,1.0,0.0
3892,zoologist,1,1.0,0.0,1.0,0.0
3893,transforming robot,1,1.0,0.0,1.0,0.0
3894,first date,1,1.0,0.0,1.0,0.0
3895,half-brother,1,1.0,0.0,1.0,0.0
3896,velociraptor,1,1.0,0.0,1.0,0.0
3897,jurassic park,1,1.0,0.0,1.0,0.0
3898,muscle car,1,1.0,0.0,1.0,0.0
3899,volcano,1,1.0,0.0,1.0,0.0
3900,wild animal,1,1.0,0.0,1.0,0.0
3901,mountain climber,1,1.0,0.0,1.0,0.0
3902,evil mastermind,1,1.0,0.0,1.0,0.0
3903,computer animation,1,1.0,0.0,1.0,0.0
3904,tennessee,1,1.0,0.0,1.0,0.0
3905,atlantis,1,1.0,0.0,1.0,0.0
3906,twin brother,1,1.0,0.0,1.0,0.0
3907,bakery,1,1.0,0.0,1.0,0.0
3908,female hero,1,1.0,0.0,1.0,0.0
3909,hero's journey,1,1.0,0.0,1.0,0.0
3910,sabotage,1,1.0,0.0,1.0,0.0
3911,word domination,1,1.0,0.0,1.0,0.0
3912,art gallery,1,1.0,0.0,1.0,0.0
3913,booby trap,1,1.0,0.0,1.0,0.0
3914,impersonating a police officer,1,1.0,0.0,1.0,0.0
3915,macao,1,1.0,0.0,1.0,0.0
3916,komodo dragon,1,1.0,0.0,1.0,0.0
3917,sidekick,1,1.0,0.0,1.0,0.0
3918,inanimate objects coming to life,1,1.0,0.0,1.0,0.0
3919,death star,1,1.0,0.0,1.0,0.0
3920,jedi,1,1.0,0.0,1.0,0.0
3921,emotions,1,1.0,0.0,1.0,0.0
3922,ancient,1,1.0,0.0,1.0,0.0
3923,gnomes,1,1.0,0.0,1.0,0.0
3924,self healing,1,1.0,0.0,1.0,0.0
3925,business tycoon,1,1.0,0.0,1.0,0.0
3926,spiderverse,1,1.0,0.0,1.0,0.0
3927,sony's marvel universe,1,1.0,0.0,1.0,0.0
3928,television,1,1.0,0.0,1.0,0.0
3929,propaganda,1,1.0,0.0,1.0,0.0
3930,epic battle,1,1.0,0.0,1.0,0.0
3931,elementary school,1,1.0,0.0,1.0,0.0
3932,fistfight,1,1.0,0.0,1.0,0.0
3933,buried treasure,1,1.0,0.0,1.0,0.0
3934,zero gravity,1,1.0,0.0,1.0,0.0
3935,dream world,1,1.0,0.0,1.0,0.0
3936,idea,1,1.0,0.0,1.0,0.0
3937,subconscious,1,1.0,0.0,1.0,0.0
3938,norse god,1,1.0,0.0,1.0,0.0
3939,loki,1,1.0,0.0,1.0,0.0
3940,balloon,1,1.0,0.0,1.0,0.0
3941,town history,1,1.0,0.0,1.0,0.0
3942,future war,1,1.0,0.0,1.0,0.0
3943,supernatural creature,1,1.0,0.0,1.0,0.0
3944,invisibility,1,1.0,0.0,1.0,0.0
3945,underground lake,1,1.0,0.0,1.0,0.0
3946,space western,1,1.0,0.0,1.0,0.0
3947,burglar,1,1.0,0.0,1.0,0.0
3948,suicide mission,1,1.0,0.0,1.0,0.0
3949,against the odds,1,1.0,0.0,1.0,0.0
3950,blind man,1,1.0,0.0,1.0,0.0
3951,parsi,1,1.0,0.0,1.0,0.0
3952,underwater,1,1.0,0.0,1.0,0.0
3953,clownfish,1,1.0,0.0,1.0,0.0
3954,bunny,1,1.0,0.0,1.0,0.0
3955,apartment building,1,1.0,0.0,1.0,0.0
3956,rodent,1,1.0,0.0,1.0,0.0
3957,mongrel,1,1.0,0.0,1.0,0.0
3958,tragic hero,1,1.0,0.0,1.0,0.0
3959,deriva,1,1.0,0.0,1.0,0.0
3960,catwoman,1,1.0,0.0,1.0,0.0
3961,cat burglar,1,1.0,0.0,1.0,0.0
3962,panther,1,1.0,0.0,1.0,0.0
3963,prehistoric times,1,1.0,0.0,1.0,0.0
3964,melting ice,1,1.0,0.0,1.0,0.0
3965,elephant seal,1,1.0,0.0,1.0,0.0
3966,floating ice,1,1.0,0.0,1.0,0.0
3967,land bridge,1,1.0,0.0,1.0,0.0
3968,era,1,1.0,0.0,1.0,0.0
3969,glaciale,1,1.0,0.0,1.0,0.0
3970,child killing,1,1.0,0.0,1.0,0.0
3971,different worlds,1,1.0,0.0,1.0,0.0
3972,monster movie,1,1.0,0.0,1.0,0.0
3973,sea voyage,1,1.0,0.0,1.0,0.0
3974,animal kingdom,1,1.0,0.0,1.0,0.0
3975,emergency surgery,1,1.0,0.0,1.0,0.0
3976,stasis,1,1.0,0.0,1.0,0.0
3977,archeological dig,1,1.0,0.0,1.0,0.0
3978,god complex,1,1.0,0.0,1.0,0.0
3979,cave drawing,1,1.0,0.0,1.0,0.0
3980,prometheus,1,1.0,0.0,1.0,0.0
3981,origins of life,1,1.0,0.0,1.0,0.0
3982,ted 2023,1,1.0,0.0,1.0,0.0
3983,alienverse,1,1.0,0.0,1.0,0.0
3984,alien expanded universe,1,1.0,0.0,1.0,0.0
3985,the peter weyland files: ted 2023,1,1.0,0.0,1.0,0.0
3986,armageddon,1,1.0,0.0,1.0,0.0
3987,sci-fi thriller,1,1.0,0.0,1.0,0.0
3988,traumatic childhood,1,1.0,0.0,1.0,0.0
3989,overboard,1,1.0,0.0,1.0,0.0
3990,vault,1,1.0,0.0,1.0,0.0
3991,transsexual,1,1.0,0.0,1.0,0.0
3992,world of warcraft,1,1.0,0.0,1.0,0.0
3993,fictional language,1,1.0,0.0,1.0,0.0
3994,muscles,1,1.0,0.0,1.0,0.0
3995,orc,1,1.0,0.0,1.0,0.0
3996,ghost hunting,1,1.0,0.0,1.0,0.0
3997,anger management,1,1.0,0.0,1.0,0.0
3998,framed for murder,1,1.0,0.0,1.0,0.0
3999,treacher collins syndrome,1,1.0,0.0,1.0,0.0
4000,magic trick,1,1.0,0.0,1.0,0.0
4001,armored vehicle,1,1.0,0.0,1.0,0.0
4002,reykjavik,1,1.0,0.0,1.0,0.0
4003,"amsterdam, netherlands",1,1.0,0.0,1.0,0.0
4004,oxygen tank,1,1.0,0.0,1.0,0.0
4005,nosferatu,1,1.0,0.0,1.0,0.0
4006,protective father,1,1.0,0.0,1.0,0.0
4007,orient express,1,1.0,0.0,1.0,0.0
4008,whodunit,1,1.0,0.0,1.0,0.0
4009,steam train,1,1.0,0.0,1.0,0.0
4010,hercule poirot,1,1.0,0.0,1.0,0.0
4011,stripping,1,1.0,0.0,1.0,0.0
4012,coney island,1,1.0,0.0,1.0,0.0
4013,hedonism,1,1.0,0.0,1.0,0.0
4014,decadence,1,1.0,0.0,1.0,0.0
4015,sharemarket fraud,1,1.0,0.0,1.0,0.0
4016,financial market,1,1.0,0.0,1.0,0.0
4017,black monday,1,1.0,0.0,1.0,0.0
4018,endurance,1,1.0,0.0,1.0,0.0
4019,woman vs woman fight,1,1.0,0.0,1.0,0.0
4020,strength training,1,1.0,0.0,1.0,0.0
4021,abusive father,1,1.0,0.0,1.0,0.0
4022,exclusion,1,1.0,0.0,1.0,0.0
4023,snowing,1,1.0,0.0,1.0,0.0
4024,parachute,1,1.0,0.0,1.0,0.0
4025,parrot,1,1.0,0.0,1.0,0.0
4026,back from the dead,1,1.0,0.0,1.0,0.0
4027,mysterious island,1,1.0,0.0,1.0,0.0
4028,biohazard,1,1.0,0.0,1.0,0.0
4029,illusionism,1,1.0,0.0,1.0,0.0
4030,macau china,1,1.0,0.0,1.0,0.0
4031,spongebob,1,1.0,0.0,1.0,0.0
4032,warhead,1,1.0,0.0,1.0,0.0
4033,boardwalk,1,1.0,0.0,1.0,0.0
4034,doppelgänger,1,1.0,0.0,1.0,0.0
4035,hall of mirrors,1,1.0,0.0,1.0,0.0
4036,duality,1,1.0,0.0,1.0,0.0
4037,based on manga,1,1.0,0.0,1.0,0.0
4038,female cyborg,1,1.0,0.0,1.0,0.0
4039,floating city,1,1.0,0.0,1.0,0.0
4040,eternal youth,1,1.0,0.0,1.0,0.0
4041,dead parents,1,1.0,0.0,1.0,0.0
4042,night watchman,1,1.0,0.0,1.0,0.0
4043,natural history,1,1.0,0.0,1.0,0.0
4044,smithsonian,1,1.0,0.0,1.0,0.0
4045,surveillance specialist,1,1.0,0.0,1.0,0.0
4046,genesis,1,1.0,0.0,1.0,0.0
4047,noah,1,1.0,0.0,1.0,0.0
4048,noah's ark,1,1.0,0.0,1.0,0.0
4049,pacific,1,1.0,0.0,1.0,0.0
4050,tintin,1,1.0,0.0,1.0,0.0
4051,plot,1,1.0,0.0,1.0,0.0
4052,sunken treasure,1,1.0,0.0,1.0,0.0
4053,fraternity house,1,1.0,0.0,1.0,0.0
4054,dominican republic,1,1.0,0.0,1.0,0.0
4055,free fall,1,1.0,0.0,1.0,0.0
4056,materialism,1,1.0,0.0,1.0,0.0
4057,wedding party,1,1.0,0.0,1.0,0.0
4058,maid of honor,1,1.0,0.0,1.0,0.0
4059,vanity,1,1.0,0.0,1.0,0.0
4060,girl fight,1,1.0,0.0,1.0,0.0
4061,out of control,1,1.0,0.0,1.0,0.0
4062,awful leader,1,1.0,0.0,1.0,0.0
4063,taking resposibility,1,1.0,0.0,1.0,0.0
4064,externally controlled action,1,1.0,0.0,1.0,0.0
4065,liquor,1,1.0,0.0,1.0,0.0
4066,parents-in-law,1,1.0,0.0,1.0,0.0
4067,race-conscious,1,1.0,0.0,1.0,0.0
4068,killer toys,1,1.0,0.0,1.0,0.0
4069,antidote,1,1.0,0.0,1.0,0.0
4070,immunity,1,1.0,0.0,1.0,0.0
4071,fantastic four,1,1.0,0.0,1.0,0.0
4072,sci-fi horror,1,1.0,0.0,1.0,0.0
4073,body horror,1,1.0,0.0,1.0,0.0
4074,illinois,1,1.0,0.0,1.0,0.0
4075,morocco,1,1.0,0.0,1.0,0.0
4076,meteor crash,1,1.0,0.0,1.0,0.0
4077,critically bashed,1,1.0,0.0,1.0,0.0
4078,mammoth,1,1.0,0.0,1.0,0.0
4079,paranormal investigation,1,1.0,0.0,1.0,0.0
4080,sea monster,1,1.0,0.0,1.0,0.0
4081,kraken,1,1.0,0.0,1.0,0.0
4082,world domination,1,1.0,0.0,1.0,0.0
4083,autobot,1,1.0,0.0,1.0,0.0
4084,parrots,1,1.0,0.0,1.0,0.0
4085,deep sea,1,1.0,0.0,1.0,0.0
4086,oceanic expedition,1,1.0,0.0,1.0,0.0
4087,submersible,1,1.0,0.0,1.0,0.0
4088,under water,1,1.0,0.0,1.0,0.0
4089,megalodon,1,1.0,0.0,1.0,0.0
4090,extinct,1,1.0,0.0,1.0,0.0
4091,underwater facility,1,1.0,0.0,1.0,0.0
4092,mariana trench,1,1.0,0.0,1.0,0.0
4093,dentist,1,1.0,0.0,1.0,0.0
4094,django,1,1.0,0.0,1.0,0.0
4095,odd couple,1,1.0,0.0,1.0,0.0
4096,royal air force (raf),1,1.0,0.0,1.0,0.0
4097,british army,1,1.0,0.0,1.0,0.0
4098,allies,1,1.0,0.0,1.0,0.0
4099,royal navy,1,1.0,0.0,1.0,0.0
4100,private,1,1.0,0.0,1.0,0.0
4101,san andreas,1,1.0,0.0,1.0,0.0
4102,san andreas california,1,1.0,0.0,1.0,0.0
4103,mythological beast,1,1.0,0.0,1.0,0.0
4104,medusa,1,1.0,0.0,1.0,0.0
4105,rebelle,1,1.0,0.0,1.0,0.0
4106,baby brother,1,1.0,0.0,1.0,0.0
4107,canary,1,1.0,0.0,1.0,0.0
4108,samba,1,1.0,0.0,1.0,0.0
4109,overpopulation,1,1.0,0.0,1.0,0.0
4110,finale,1,1.0,0.0,1.0,0.0
4111,transylvania,1,1.0,0.0,1.0,0.0
4112,only child,1,1.0,0.0,1.0,0.0
4113,moving out,1,1.0,0.0,1.0,0.0
4114,new life,1,1.0,0.0,1.0,0.0
4115,ant,1,1.0,0.0,1.0,0.0
4116,special suit,1,1.0,0.0,1.0,0.0
4117,cage,1,1.0,0.0,1.0,0.0
4118,peace offering,1,1.0,0.0,1.0,0.0
4119,ancient china,1,1.0,0.0,1.0,0.0
4120,wuxia,1,1.0,0.0,1.0,0.0
4121,vietnam veteran,1,1.0,0.0,1.0,0.0
4122,king kong,1,1.0,0.0,1.0,0.0
4123,giant ape,1,1.0,0.0,1.0,0.0
4124,water buffalo,1,1.0,0.0,1.0,0.0
4125,uncharted,1,1.0,0.0,1.0,0.0
4126,scot,1,1.0,0.0,1.0,0.0
4127,rebellious daughter,1,1.0,0.0,1.0,0.0
4128,ruins,1,1.0,0.0,1.0,0.0
4129,rescue operation,1,1.0,0.0,1.0,0.0
4130,nuclear weapons,1,1.0,0.0,1.0,0.0
4131,tomb,1,1.0,0.0,1.0,0.0
4132,animal monster,1,1.0,0.0,1.0,0.0
4133,silence,1,1.0,0.0,1.0,0.0
4134,cornfield,1,1.0,0.0,1.0,0.0
4135,sound,1,1.0,0.0,1.0,0.0
4136,eroticism,1,1.0,0.0,1.0,0.0
4137,erased memory,1,1.0,0.0,1.0,0.0
4138,gorilla,1,1.0,0.0,1.0,0.0
4139,mutant animal,1,1.0,0.0,1.0,0.0
4140,albino,1,1.0,0.0,1.0,0.0
4141,destroyed city,1,1.0,0.0,1.0,0.0
4142,giant gorilla,1,1.0,0.0,1.0,0.0
4143,marriage crisis,1,1.0,0.0,1.0,0.0
4144,deafness,1,1.0,0.0,1.0,0.0
4145,criminal lawyer,1,1.0,0.0,1.0,0.0
4146,murder suspect,1,1.0,0.0,1.0,0.0
4147,missing wife,1,1.0,0.0,1.0,0.0
4148,secret government organization,1,1.0,0.0,1.0,0.0
4149,statesman,1,1.0,0.0,1.0,0.0
4150,motion capture,1,1.0,0.0,1.0,0.0
4151,freak show,1,1.0,0.0,1.0,0.0
4152,showman,1,1.0,0.0,1.0,0.0
4153,new mexico,1,1.0,0.0,1.0,0.0
4154,roadtrip,1,1.0,0.0,1.0,0.0
4155,child in peril,1,1.0,0.0,1.0,0.0
4156,ballerina,1,1.0,0.0,1.0,0.0
4157,stealing a car,1,1.0,0.0,1.0,0.0
4158,video gamer,1,1.0,0.0,1.0,0.0
4159,albanian,1,1.0,0.0,1.0,0.0
4160,product placement,1,1.0,0.0,1.0,0.0
4161,arcade,1,1.0,0.0,1.0,0.0
4162,medal,1,1.0,0.0,1.0,0.0
4163,self esteem,1,1.0,0.0,1.0,0.0
4164,curiosity,1,1.0,0.0,1.0,0.0
4165,precocious child,1,1.0,0.0,1.0,0.0
4166,first person shooter,1,1.0,0.0,1.0,0.0
4167,glitch,1,1.0,0.0,1.0,0.0
4168,carefree,1,1.0,0.0,1.0,0.0
4169,q*bert,1,1.0,0.0,1.0,0.0
4170,swan lake,1,1.0,0.0,1.0,0.0
4171,interrupted wedding,1,1.0,0.0,1.0,0.0
4172,social reject,1,1.0,0.0,1.0,0.0
4173,ignorance,1,1.0,0.0,1.0,0.0
4174,flight,1,1.0,0.0,1.0,0.0
4175,nest,1,1.0,0.0,1.0,0.0
4176,tower,1,1.0,0.0,1.0,0.0
4177,selfishness,1,1.0,0.0,1.0,0.0
4178,healing power,1,1.0,0.0,1.0,0.0
4179,healing gift,1,1.0,0.0,1.0,0.0
4180,rapunzel,1,1.0,0.0,1.0,0.0
4181,robin hood,1,1.0,0.0,1.0,0.0
4182,king of england,1,1.0,0.0,1.0,0.0
4183,memoir,1,0.0,0.0,0.0,0.0
4184,deserted town,1,0.0,0.0,0.0,0.0
4185,boulder,1,0.0,0.0,0.0,0.0
4186,climber,1,0.0,0.0,0.0,0.0
4187,isolated,1,0.0,0.0,0.0,0.0
4188,hikers,1,0.0,0.0,0.0,0.0
4189,old hollywood,1,0.0,0.0,0.0,0.0
4190,retro,1,0.0,0.0,0.0,0.0
4191,animal death,1,0.0,0.0,0.0,0.0
4192,animal lover,1,0.0,0.0,0.0,0.0
4193,child of divorce,1,0.0,0.0,0.0,0.0
4194,tv station,1,0.0,0.0,0.0,0.0
4195,cynicism,1,0.0,0.0,0.0,0.0
4196,video camera,1,0.0,0.0,0.0,0.0
4197,newsreel footage,1,0.0,0.0,0.0,0.0
4198,employer employee relationship,1,0.0,0.0,0.0,0.0
4199,stringer,1,0.0,0.0,0.0,0.0
4200,police scanner,1,0.0,0.0,0.0,0.0
4201,news business,1,0.0,0.0,0.0,0.0
4202,urban legend,1,0.0,0.0,0.0,0.0
4203,slender man,1,0.0,0.0,0.0,0.0
4204,gallows,1,0.0,0.0,0.0,0.0
4205,stage production,1,0.0,0.0,0.0,0.0
4206,color,1,0.0,0.0,0.0,0.0
4207,radiation,1,0.0,0.0,0.0,0.0
4208,true,1,0.0,0.0,0.0,0.0
4209,canyon,1,0.0,0.0,0.0,0.0
4210,golden gun,1,0.0,0.0,0.0,0.0
4211,missed opportunity,1,0.0,0.0,0.0,0.0
4212,beaten to death,1,0.0,0.0,0.0,0.0
4213,atomic bomb,1,0.0,0.0,0.0,0.0
4214,parkour,1,0.0,0.0,0.0,0.0
4215,black people,1,0.0,0.0,0.0,0.0
4216,historical event,1,0.0,0.0,0.0,0.0
4217,compromise,1,0.0,0.0,0.0,0.0
4218,test pilot,1,0.0,0.0,0.0,0.0
4219,cockpit,1,0.0,0.0,0.0,0.0
4220,apollo program,1,0.0,0.0,0.0,0.0
4221,neil armstrong,1,0.0,0.0,0.0,0.0
4222,extraterrestrial life,1,0.0,0.0,0.0,0.0
4223,felon,1,0.0,0.0,0.0,0.0
