,keyword,count,top_count,bottom_count,top_relative_frequency,bottom_relative_frequency
985,satanic cult,3,0.0,2.0,0.0,0.6666666666666666
986,moral dilemma,3,1.0,0.0,0.3333333333333333,0.0
987,arranged marriage,3,0.0,0.0,0.0,0.0
988,loss of job,3,0.0,0.0,0.0,0.0
989,angel,3,0.0,1.0,0.0,0.3333333333333333
990,gunslinger,3,0.0,2.0,0.0,0.6666666666666666
991,exorcist,3,0.0,0.0,0.0,0.0
992,skype,3,0.0,0.0,0.0,0.0
993,prehistoric creature,3,2.0,0.0,0.6666666666666666,0.0
994,drug use,3,0.0,1.0,0.0,0.3333333333333333
995,archer,3,3.0,0.0,1.0,0.0
996,child,3,2.0,0.0,0.6666666666666666,0.0
997,pornography,3,0.0,0.0,0.0,0.0
998,unrequited love,3,0.0,1.0,0.0,0.3333333333333333
999,convict,3,0.0,1.0,0.0,0.3333333333333333
1000,middle age,3,0.0,2.0,0.0,0.6666666666666666
1001,miscarriage,3,0.0,0.0,0.0,0.0
1002,poland,3,0.0,2.0,0.0,0.6666666666666666
1003,shared universe,3,2.0,0.0,0.6666666666666666,0.0
1004,elevator,3,0.0,0.0,0.0,0.0
1005,colombia,3,0.0,2.0,0.0,0.6666666666666666
1006,vatican,3,0.0,1.0,0.0,0.3333333333333333
1007,catastrophe,3,3.0,0.0,1.0,0.0
1008,intelligent,3,1.0,0.0,0.3333333333333333,0.0
1009,summer vacation,3,0.0,0.0,0.0,0.0
1010,escaped convict,3,1.0,1.0,0.3333333333333333,0.3333333333333333
1011,beast,3,2.0,1.0,0.6666666666666666,0.3333333333333333
1012,humiliation,3,0.0,0.0,0.0,0.0
1013,bangkok,3,0.0,1.0,0.0,0.3333333333333333
1014,gods,3,2.0,1.0,0.6666666666666666,0.3333333333333333
1015,aspiring actor,3,1.0,1.0,0.3333333333333333,0.3333333333333333
1016,sailing,3,1.0,0.0,0.3333333333333333,0.0
1017,suburb,3,0.0,0.0,0.0,0.0
1018,poetry,3,0.0,1.0,0.0,0.3333333333333333
1019,north carolina,3,0.0,0.0,0.0,0.0
1020,imagination,3,1.0,0.0,0.3333333333333333,0.0
1021,secret organization,3,1.0,2.0,0.3333333333333333,0.6666666666666666
1022,18th century,3,2.0,0.0,0.6666666666666666,0.0
1023,pianist,3,2.0,0.0,0.6666666666666666,0.0
1024,mansion,3,0.0,1.0,0.0,0.3333333333333333
1025,science,3,1.0,1.0,0.3333333333333333,0.3333333333333333
1026,prison escape,3,1.0,1.0,0.3333333333333333,0.3333333333333333
1027,prime minister,3,3.0,0.0,1.0,0.0
1028,quarantine,3,0.0,2.0,0.0,0.6666666666666666
1029,sexuality,3,0.0,1.0,0.0,0.3333333333333333
1030,destiny,3,0.0,1.0,0.0,0.3333333333333333
1031,cult,3,0.0,0.0,0.0,0.0
1032,liar,3,1.0,1.0,0.3333333333333333,0.3333333333333333
1033,threesome,3,0.0,0.0,0.0,0.0
1034,planet,3,0.0,1.0,0.0,0.3333333333333333
1035,rich,3,1.0,0.0,0.3333333333333333,0.0
1036,dark fantasy,3,2.0,0.0,0.6666666666666666,0.0
1037,film production,3,0.0,0.0,0.0,0.0
1038,connecticut,3,0.0,1.0,0.0,0.3333333333333333
1039,reindeer,3,1.0,0.0,0.3333333333333333,0.0
1040,sexual identity,3,0.0,1.0,0.0,0.3333333333333333
1041,global threat,3,3.0,0.0,1.0,0.0
1042,overbearing mother,3,0.0,0.0,0.0,0.0
1043,troll,3,3.0,0.0,1.0,0.0
1044,manhunt,3,0.0,0.0,0.0,0.0
1045,ritual,3,0.0,0.0,0.0,0.0
1046,dallas texas,3,0.0,1.0,0.0,0.3333333333333333
1047,loan shark,3,0.0,2.0,0.0,0.6666666666666666
1048,maze,3,2.0,0.0,0.6666666666666666,0.0
1049,cavemen,3,2.0,1.0,0.6666666666666666,0.3333333333333333
1050,guitar,3,1.0,1.0,0.3333333333333333,0.3333333333333333
1051,university,3,2.0,1.0,0.6666666666666666,0.3333333333333333
1052,shyness,3,0.0,1.0,0.0,0.3333333333333333
1053,lego,3,2.0,0.0,0.6666666666666666,0.0
1054,stock market,3,0.0,0.0,0.0,0.0
1055,villain,3,2.0,0.0,0.6666666666666666,0.0
1056,insanity,3,1.0,0.0,0.3333333333333333,0.0
1057,heroine,3,3.0,0.0,1.0,0.0
1058,single father,3,1.0,1.0,0.3333333333333333,0.3333333333333333
1059,virgin,3,0.0,2.0,0.0,0.6666666666666666
1060,child kidnapping,3,0.0,2.0,0.0,0.6666666666666666
1061,ohio,3,0.0,1.0,0.0,0.3333333333333333
1062,political thriller,3,2.0,1.0,0.6666666666666666,0.3333333333333333
1063,babysitter,3,0.0,0.0,0.0,0.0
1064,teen comedy,3,0.0,1.0,0.0,0.3333333333333333
1065,norse mythology,3,3.0,0.0,1.0,0.0
1066,possession,3,0.0,0.0,0.0,0.0
1067,viking,3,3.0,0.0,1.0,0.0
1068,flying,3,2.0,0.0,0.6666666666666666,0.0
1069,heartbreak,3,2.0,0.0,0.6666666666666666,0.0
1070,psychological horror,3,2.0,0.0,0.6666666666666666,0.0
1071,1st century,3,0.0,0.0,0.0,0.0
1072,bird,3,3.0,0.0,1.0,0.0
1073,job interview,3,0.0,0.0,0.0,0.0
1074,security guard,3,0.0,0.0,0.0,0.0
1075,fraternity,3,2.0,0.0,0.6666666666666666,0.0
1076,interview,3,0.0,0.0,0.0,0.0
1077,young,3,0.0,1.0,0.0,0.3333333333333333
1078,cartoon,3,3.0,0.0,1.0,0.0
1079,survival horror,3,2.0,1.0,0.6666666666666666,0.3333333333333333
1080,poseidon,2,2.0,0.0,1.0,0.0
1081,antarctica,2,0.0,1.0,0.0,0.5
1082,diary,2,1.0,0.0,0.5,0.0
1083,lover,2,0.0,0.0,0.0,0.0
1084,swimming,2,0.0,0.0,0.0,0.0
1085,amazon,2,0.0,1.0,0.0,0.5
1086,political assassination,2,1.0,0.0,0.5,0.0
1087,dinner party,2,0.0,1.0,0.0,0.5
1088,eastern europe,2,2.0,0.0,1.0,0.0
1089,teenage love,2,0.0,1.0,0.0,0.5
1090,chile,2,0.0,0.0,0.0,0.0
1091,mentor protégé relationship,2,1.0,1.0,0.5,0.5
1092,terrorist attack,2,2.0,0.0,1.0,0.0
1093,garden,2,0.0,1.0,0.0,0.5
1094,kennedy assassination,2,0.0,1.0,0.0,0.5
1095,john f. kennedy,2,0.0,1.0,0.0,0.5
1096,architecture,2,0.0,0.0,0.0,0.0
1097,childhood friends,2,0.0,0.0,0.0,0.0
1098,father's day,2,0.0,1.0,0.0,0.5
1099,midget,2,0.0,1.0,0.0,0.5
1100,neon light,2,0.0,1.0,0.0,0.5
1101,prohibition era,2,0.0,1.0,0.0,0.5
1102,"pittsburgh, pennsylvania",2,0.0,0.0,0.0,0.0
1103,police operation,2,1.0,1.0,0.5,0.5
1104,sibling-in-law sibling-in-law relationship,2,1.0,0.0,0.5,0.0
1105,town in panic,2,0.0,1.0,0.0,0.5
1106,black men,2,1.0,0.0,0.5,0.0
1107,natural disaster,2,0.0,1.0,0.0,0.5
1108,pill,2,1.0,1.0,0.5,0.5
1109,harlem,2,0.0,0.0,0.0,0.0
1110,miami,2,0.0,0.0,0.0,0.0
1111,basketball,2,0.0,0.0,0.0,0.0
1112,lgbt teen,2,0.0,0.0,0.0,0.0
1113,cremation,2,0.0,0.0,0.0,0.0
1114,coming out,2,0.0,0.0,0.0,0.0
1115,super speed,2,1.0,1.0,0.5,0.5
1116,coup d'etat,2,1.0,1.0,0.5,0.5
1117,oregon,2,0.0,1.0,0.0,0.5
1118,comeback,2,0.0,1.0,0.0,0.5
1119,infected,2,0.0,1.0,0.0,0.5
1120,art dealer,2,0.0,1.0,0.0,0.5
1121,homeless person,2,0.0,1.0,0.0,0.5
1122,nihilism,2,0.0,0.0,0.0,0.0
1123,asia,2,1.0,0.0,0.5,0.0
1124,arthouse,2,0.0,1.0,0.0,0.5
1125,us military,2,1.0,0.0,0.5,0.0
1126,past,2,1.0,0.0,0.5,0.0
1127,old man,2,0.0,0.0,0.0,0.0
1128,moulin rouge,2,1.0,1.0,0.5,0.5
1129,16th century,2,0.0,1.0,0.0,0.5
1130,pipe smoking,2,0.0,0.0,0.0,0.0
1131,cops and robbers ,2,1.0,0.0,0.5,0.0
1132,boy scouts,2,0.0,0.0,0.0,0.0
1133,alien infection,2,0.0,0.0,0.0,0.0
1134,family's daily life,2,0.0,0.0,0.0,0.0
1135,switzerland,2,0.0,1.0,0.0,0.5
1136,cabin,2,0.0,0.0,0.0,0.0
1137,richard nixon,2,1.0,1.0,0.5,0.5
1138,thailand,2,1.0,1.0,0.5,0.5
1139,immigration,2,0.0,1.0,0.0,0.5
1140,flooding,2,0.0,1.0,0.0,0.5
1141,syringe,2,1.0,0.0,0.5,0.0
1142,new age,2,0.0,1.0,0.0,0.5
1143,mexican cartel,2,0.0,0.0,0.0,0.0
1144,death of wife,2,0.0,0.0,0.0,0.0
1145,drinking,2,0.0,1.0,0.0,0.5
1146,pilgrimage,2,0.0,1.0,0.0,0.5
1147,private detective,2,0.0,1.0,0.0,0.5
1148,substance abuse,2,1.0,0.0,0.5,0.0
1149,wrestler,2,0.0,1.0,0.0,0.5
1150,pacifism,2,1.0,1.0,0.5,0.5
1151,minotaur,2,1.0,1.0,0.5,0.5
1152,drugged,2,0.0,2.0,0.0,1.0
1153,bachelorette party,2,0.0,0.0,0.0,0.0
1154,religious belief,2,0.0,1.0,0.0,0.5
1155,arizona,2,0.0,2.0,0.0,1.0
1156,russian mafia,2,0.0,0.0,0.0,0.0
1157,brother sister relationship,2,0.0,0.0,0.0,0.0
1158,homophobia,2,0.0,1.0,0.0,0.5
1159,website,2,1.0,0.0,0.5,0.0
1160,wild party,2,0.0,1.0,0.0,0.5
1161,reincarnation,2,0.0,0.0,0.0,0.0
1162,red riding hood,2,1.0,0.0,0.5,0.0
1163,christmas party,2,0.0,0.0,0.0,0.0
1164,drifter,2,0.0,0.0,0.0,0.0
1165,vegetarian,2,0.0,1.0,0.0,0.5
1166,martin luther king,2,0.0,0.0,0.0,0.0
1167,steve jobs,2,0.0,0.0,0.0,0.0
1168,apple computer,2,0.0,0.0,0.0,0.0
1169,communication,2,1.0,1.0,0.5,0.5
1170,religious cult,2,0.0,1.0,0.0,0.5
1171,maryland,2,1.0,0.0,0.5,0.0
1172,christmas tree,2,0.0,0.0,0.0,0.0
1173,courtroom drama,2,0.0,0.0,0.0,0.0
1174,oil,2,0.0,2.0,0.0,1.0
1175,beverly hills,2,0.0,0.0,0.0,0.0
1176,video surveillance,2,0.0,0.0,0.0,0.0
1177,laptop,2,1.0,1.0,0.5,0.5
1178,stolen painting,2,0.0,1.0,0.0,0.5
1179,insult,2,0.0,1.0,0.0,0.5
1180,law,2,0.0,2.0,0.0,1.0
1181,forty something,2,0.0,0.0,0.0,0.0
1182,repo man,2,0.0,2.0,0.0,1.0
1183,dangerous mission,2,2.0,0.0,1.0,0.0
1184,bribe,2,1.0,1.0,0.5,0.5
1185,abuse of power,2,2.0,0.0,1.0,0.0
1186,vampire hunter,2,0.0,1.0,0.0,0.5
1187,implant,2,0.0,0.0,0.0,0.0
1188,near future,2,0.0,1.0,0.0,0.5
1189,domestic violence,2,0.0,0.0,0.0,0.0
1190,moon landing,2,0.0,0.0,0.0,0.0
1191,easter bunny,2,2.0,0.0,1.0,0.0
1192,tooth fairy,2,1.0,0.0,0.5,0.0
1193,wales,2,0.0,0.0,0.0,0.0
1194,black humor,2,1.0,0.0,0.5,0.0
1195,chance,2,0.0,0.0,0.0,0.0
1196,physical abuse,2,1.0,1.0,0.5,0.5
1197,american history,2,1.0,0.0,0.5,0.0
1198,sex slavery,2,0.0,1.0,0.0,0.5
1199,parent,2,0.0,1.0,0.0,0.5
1200,informant,2,0.0,1.0,0.0,0.5
1201,drug traffic,2,0.0,1.0,0.0,0.5
1202,transhumanism,2,0.0,0.0,0.0,0.0
1203,street,2,0.0,0.0,0.0,0.0
1204,puppet,2,0.0,2.0,0.0,1.0
1205,seductress,2,0.0,0.0,0.0,0.0
1206,double agent,2,1.0,0.0,0.5,0.0
1207,russian spy,2,1.0,0.0,0.5,0.0
1208,intelligence officer,2,1.0,0.0,0.5,0.0
1209,children's perspectives,2,0.0,0.0,0.0,0.0
1210,ransom,2,0.0,0.0,0.0,0.0
1211,radio,2,1.0,0.0,0.5,0.0
1212,career woman,2,0.0,1.0,0.0,0.5
1213,couple,2,0.0,1.0,0.0,0.5
1214,power,2,1.0,0.0,0.5,0.0
1215,dedication,2,0.0,1.0,0.0,0.5
1216,exploding building,2,1.0,0.0,0.5,0.0
1217,despair,2,0.0,0.0,0.0,0.0
1218,retirement,2,1.0,0.0,0.5,0.0
1219,fatal attraction,2,0.0,1.0,0.0,0.5
1220,wedding reception,2,0.0,0.0,0.0,0.0
1221,j edgar hoover,2,0.0,1.0,0.0,0.5
1222,2nd century,2,0.0,1.0,0.0,0.5
1223,identity,2,2.0,0.0,1.0,0.0
1224,judaism,2,0.0,0.0,0.0,0.0
1225,cosmic,2,1.0,1.0,0.5,0.5
1226,tourist,2,0.0,0.0,0.0,0.0
1227,new york state,2,0.0,1.0,0.0,0.5
1228,insane asylum,2,0.0,1.0,0.0,0.5
1229,indiana,2,0.0,0.0,0.0,0.0
1230,castration,2,0.0,1.0,0.0,0.5
1231,ex soldier,2,1.0,0.0,0.5,0.0
1232,dare,2,0.0,1.0,0.0,0.5
1233,skateboarding,2,0.0,2.0,0.0,1.0
1234,poltergeist,2,2.0,0.0,1.0,0.0
1235,abortion,2,0.0,0.0,0.0,0.0
1236,boarding house,2,0.0,1.0,0.0,0.5
1237,women's rights,2,0.0,1.0,0.0,0.5
1238,recording,2,0.0,1.0,0.0,0.5
1239,ambush,2,0.0,1.0,0.0,0.5
1240,legacy,2,1.0,0.0,0.5,0.0
1241,taking a risk,2,0.0,0.0,0.0,0.0
1242,father son conflict,2,1.0,0.0,0.5,0.0
1243,grieving father,2,0.0,1.0,0.0,0.5
1244,drug gang,2,0.0,2.0,0.0,1.0
1245,bank robber,2,0.0,1.0,0.0,0.5
1246,ethics,2,0.0,1.0,0.0,0.5
1247,stupidity,2,1.0,0.0,0.5,0.0
1248,gay interest,2,1.0,1.0,0.5,0.5
1249,ottoman empire,2,1.0,1.0,0.5,0.5
1250,hometown,2,0.0,0.0,0.0,0.0
1251,guilt,2,0.0,0.0,0.0,0.0
1252,sperm bank,2,1.0,0.0,0.5,0.0
1253,suicide attempt,2,0.0,0.0,0.0,0.0
1254,boston marathon,2,0.0,1.0,0.0,0.5
1255,pickup truck,2,0.0,1.0,0.0,0.5
1256,anger,2,1.0,0.0,0.5,0.0
1257,guilty conscience,2,1.0,0.0,0.5,0.0
1258,butler,2,1.0,0.0,0.5,0.0
1259,hadrian’s wall,2,0.0,1.0,0.0,0.5
1260,quebec,2,0.0,1.0,0.0,0.5
1261,hitchhiker,2,1.0,0.0,0.5,0.0
1262,behavioral disorders,2,0.0,0.0,0.0,0.0
1263,change,2,1.0,0.0,0.5,0.0
1264,dementia,2,0.0,0.0,0.0,0.0
1265,injury,2,0.0,0.0,0.0,0.0
1266,nature,2,1.0,0.0,0.5,0.0
1267,shogun,2,1.0,1.0,0.5,0.5
1268,commune,2,0.0,2.0,0.0,1.0
1269,crossbow,2,0.0,0.0,0.0,0.0
1270,attraction,2,0.0,0.0,0.0,0.0
1271,darkness,2,1.0,0.0,0.5,0.0
1272,friends in love,2,1.0,0.0,0.5,0.0
1273,coach,2,0.0,1.0,0.0,0.5
1274,psycho,2,0.0,0.0,0.0,0.0
1275,biker,2,1.0,0.0,0.5,0.0
1276,sex addiction,2,0.0,0.0,0.0,0.0
1277,grandparents,2,1.0,0.0,0.5,0.0
1278,shopping mall,2,0.0,1.0,0.0,0.5
1279,ceremony,2,0.0,0.0,0.0,0.0
1280,sex comedy,2,1.0,1.0,0.5,0.5
1281,mechanic,2,0.0,0.0,0.0,0.0
1282,pregnant wife,2,0.0,0.0,0.0,0.0
1283,pitbull,2,0.0,1.0,0.0,0.5
1284,squirrel,2,1.0,0.0,0.5,0.0
1285,terrorist plot,2,0.0,1.0,0.0,0.5
1286,church service,2,0.0,1.0,0.0,0.5
1287,scuba diving,2,0.0,0.0,0.0,0.0
1288,carjacking,2,0.0,0.0,0.0,0.0
1289,monk,2,1.0,0.0,0.5,0.0
1290,cow,2,0.0,0.0,0.0,0.0
1291,enchantress,2,1.0,1.0,0.5,0.5
1292,grand canyon,2,0.0,0.0,0.0,0.0
1293,proposal,2,0.0,0.0,0.0,0.0
1294,exploding airplane,2,1.0,0.0,0.5,0.0
1295,stoner,2,0.0,1.0,0.0,0.5
1296,sexual fantasy,2,0.0,1.0,0.0,0.5
1297,rejection,2,1.0,0.0,0.5,0.0
1298,internet porn,2,0.0,0.0,0.0,0.0
1299,birthday,2,1.0,0.0,0.5,0.0
1300,iraq veteran,2,0.0,0.0,0.0,0.0
1301,bag of money,2,0.0,0.0,0.0,0.0
1302,dance teacher,2,0.0,0.0,0.0,0.0
1303,colorado,2,0.0,1.0,0.0,0.5
1304,virginity,2,0.0,1.0,0.0,0.5
1305,supreme court,2,0.0,0.0,0.0,0.0
1306,male stripper,2,1.0,0.0,0.5,0.0
1307,cannabis,2,0.0,1.0,0.0,0.5
1308,stolen identity,2,1.0,1.0,0.5,0.5
1309,ax,2,0.0,0.0,0.0,0.0
1310,fire fighting,2,0.0,1.0,0.0,0.5
1311,martha's vineyard,2,0.0,0.0,0.0,0.0
1312,ventriloquist's dummy,2,1.0,0.0,0.5,0.0
1313,rome italy,2,1.0,0.0,0.5,0.0
1314,oklahoma,2,1.0,0.0,0.5,0.0
1315,boyfriend,2,0.0,0.0,0.0,0.0
1316,interracial marriage,2,0.0,0.0,0.0,0.0
1317,dj,2,1.0,0.0,0.5,0.0
1318,weapon,2,0.0,1.0,0.0,0.5
1319,hide and seek,2,2.0,0.0,1.0,0.0
1320,u.s. air force,2,1.0,1.0,0.5,0.5
1321,olympic athlete,2,1.0,1.0,0.5,0.5
1322,evil spirit,2,1.0,0.0,0.5,0.0
1323,chases and races,2,0.0,1.0,0.0,0.5
1324,prize money,2,0.0,0.0,0.0,0.0
1325,vulgarity,2,0.0,1.0,0.0,0.5
1326,based on game,2,2.0,0.0,1.0,0.0
1327,high school teacher,2,0.0,0.0,0.0,0.0
1328,preacher,2,0.0,0.0,0.0,0.0
1329,political corruption,2,0.0,0.0,0.0,0.0
1330,handheld camera,2,0.0,0.0,0.0,0.0
1331,stripper,2,1.0,1.0,0.5,0.5
1332,sacramento,2,0.0,0.0,0.0,0.0
1333,countryside,2,0.0,0.0,0.0,0.0
1334,mistaken identity,2,1.0,0.0,0.5,0.0
1335,magazine,2,1.0,0.0,0.5,0.0
1336,daydream,2,1.0,0.0,0.5,0.0
1337,legal guardian,2,0.0,0.0,0.0,0.0
1338,briefcase,2,1.0,1.0,0.5,0.5
1339,insecurity,2,1.0,0.0,0.5,0.0
1340,financial problem,2,1.0,0.0,0.5,0.0
1341,psychological,2,0.0,0.0,0.0,0.0
1342,pacifist,2,0.0,1.0,0.0,0.5
1343,alone,2,0.0,0.0,0.0,0.0
1344,heroin,2,0.0,1.0,0.0,0.5
1345,drowning,2,0.0,1.0,0.0,0.5
1346,gay brother,2,0.0,1.0,0.0,0.5
1347,hanging,2,0.0,0.0,0.0,0.0
1348,estrangement,2,0.0,0.0,0.0,0.0
1349,cornwall england,2,0.0,1.0,0.0,0.5
1350,mob boss,2,0.0,0.0,0.0,0.0
1351,sun,2,0.0,0.0,0.0,0.0
1352,come back,2,0.0,1.0,0.0,0.5
1353,filmed killing,2,0.0,0.0,0.0,0.0
1354,medical drama,2,0.0,0.0,0.0,0.0
1355,blind date,2,0.0,0.0,0.0,0.0
1356,ku klux klan,2,0.0,0.0,0.0,0.0
1357,self sacrifice,2,0.0,0.0,0.0,0.0
1358,exercise,2,0.0,1.0,0.0,0.5
1359,court case,2,0.0,1.0,0.0,0.5
1360,british,2,0.0,0.0,0.0,0.0
1361,medical student,2,0.0,1.0,0.0,0.5
1362,near-death experience,2,0.0,0.0,0.0,0.0
1363,cave,2,0.0,0.0,0.0,0.0
1364,mossad,2,0.0,0.0,0.0,0.0
1365,jury trial,2,0.0,1.0,0.0,0.5
1366,prison visit,2,0.0,0.0,0.0,0.0
1367,british monarchy,2,0.0,0.0,0.0,0.0
1368,animatronic,2,0.0,1.0,0.0,0.5
1369,utopia,2,0.0,0.0,0.0,0.0
1370,post 9/11,2,0.0,0.0,0.0,0.0
1371,interracial friendship,2,0.0,0.0,0.0,0.0
1372,social differences,2,0.0,0.0,0.0,0.0
1373,docudrama,2,0.0,1.0,0.0,0.5
1374,chosen one,2,0.0,0.0,0.0,0.0
1375,foot chase,2,0.0,0.0,0.0,0.0
1376,drummer,2,0.0,1.0,0.0,0.5
1377,housewife,2,0.0,0.0,0.0,0.0
1378,north korean defector,2,1.0,0.0,0.5,0.0
1379,new love,2,0.0,0.0,0.0,0.0
1380,loss of virginity,2,0.0,1.0,0.0,0.5
1381,dead body,2,0.0,0.0,0.0,0.0
1382,fish out of water,2,1.0,1.0,0.5,0.5
1383,losing virginity,2,0.0,0.0,0.0,0.0
1384,womanizer,2,0.0,0.0,0.0,0.0
1385,old house,2,1.0,0.0,0.5,0.0
1386,predator,2,1.0,0.0,0.5,0.0
1387,yakuza,2,1.0,1.0,0.5,0.5
1388,dinner,2,0.0,1.0,0.0,0.5
1389,nun,2,1.0,0.0,0.5,0.0
1390,fashion,2,0.0,1.0,0.0,0.5
1391,search,2,1.0,0.0,0.5,0.0
1392,witness to murder,2,0.0,1.0,0.0,0.5
1393,street gang,2,0.0,1.0,0.0,0.5
1394,doctor patient relationship,2,0.0,1.0,0.0,0.5
1395,patient,2,0.0,1.0,0.0,0.5
1396,sex tape,2,1.0,0.0,0.5,0.0
1397,bad luck,2,0.0,0.0,0.0,0.0
1398,music competition,2,0.0,1.0,0.0,0.5
1399,music teacher,2,0.0,0.0,0.0,0.0
1400,computer virus,2,0.0,1.0,0.0,0.5
1401,true love,2,0.0,0.0,0.0,0.0
1402,paranormal,2,0.0,1.0,0.0,0.5
1403,orlando florida,2,0.0,0.0,0.0,0.0
1404,grandmother,2,0.0,1.0,0.0,0.5
1405,beautiful woman,2,0.0,0.0,0.0,0.0
1406,psychedelic drug,2,0.0,1.0,0.0,0.5
1407,masked man,2,1.0,1.0,0.5,0.5
1408,donkey,2,1.0,0.0,0.5,0.0
1409,deaf,2,0.0,0.0,0.0,0.0
1410,light,2,0.0,0.0,0.0,0.0
1411,assassination attempt,2,1.0,1.0,0.5,0.5
1412,dolphin,2,0.0,0.0,0.0,0.0
1413,cosmetics,2,0.0,1.0,0.0,0.5
1414,psychosis,2,0.0,0.0,0.0,0.0
1415,delusion,2,0.0,1.0,0.0,0.5
1416,irish-american,2,1.0,1.0,0.5,0.5
1417,confidence,2,0.0,0.0,0.0,0.0
1418,documentary filmmaking,2,1.0,0.0,0.5,0.0
1419,bank loan,2,0.0,1.0,0.0,0.5
1420,puppetry,2,1.0,0.0,0.5,0.0
1421,supernatural horror,2,0.0,0.0,0.0,0.0
1422,the muppets,2,1.0,0.0,0.5,0.0
1423,yacht,2,1.0,0.0,0.5,0.0
1424,reunion,2,0.0,0.0,0.0,0.0
1425,satan,2,0.0,0.0,0.0,0.0
1426,lifeguard,2,1.0,0.0,0.5,0.0
1427,mouse,2,0.0,0.0,0.0,0.0
1428,rookie,2,1.0,0.0,0.5,0.0
1429,passport,2,0.0,1.0,0.0,0.5
1430,argument,2,0.0,0.0,0.0,0.0
1431,vigilantism,2,1.0,0.0,0.5,0.0
1432,decapitation,2,0.0,1.0,0.0,0.5
1433,utah,2,0.0,0.0,0.0,0.0
1434,accidental death,2,1.0,0.0,0.5,0.0
1435,limousine,2,0.0,1.0,0.0,0.5
1436,alien race,2,1.0,0.0,0.5,0.0
1437,spying,2,0.0,0.0,0.0,0.0
1438,hammer horror,2,1.0,0.0,0.5,0.0
1439,interpreter,2,0.0,1.0,0.0,0.5
1440,buddhist monk,2,1.0,0.0,0.5,0.0
1441,anthology,2,0.0,0.0,0.0,0.0
1442,oakland california,2,0.0,0.0,0.0,0.0
1443,rich man,2,0.0,1.0,0.0,0.5
1444,skepticism,2,0.0,1.0,0.0,0.5
1445,best man,2,0.0,0.0,0.0,0.0
1446,supermarket,2,1.0,1.0,0.5,0.5
1447,aspiring writer,2,0.0,1.0,0.0,0.5
1448,grocery store,2,1.0,1.0,0.5,0.5
1449,mustache,2,2.0,0.0,1.0,0.0
1450,video tape,2,0.0,0.0,0.0,0.0
1451,occult,2,0.0,1.0,0.0,0.5
1452,trans director,2,0.0,0.0,0.0,0.0
1453,track and field,2,0.0,0.0,0.0,0.0
1454,tv news,2,1.0,0.0,0.5,0.0
1455,tv news anchor,2,1.0,0.0,0.5,0.0
1456,championship,2,0.0,1.0,0.0,0.5
1457,possessed,2,0.0,0.0,0.0,0.0
1458,latin,2,0.0,0.0,0.0,0.0
1459,merlin,2,0.0,1.0,0.0,0.5
1460,apprentice,2,0.0,1.0,0.0,0.5
1461,2000s,2,1.0,1.0,0.5,0.5
1462,fountain,2,0.0,0.0,0.0,0.0
1463,london underground,2,1.0,0.0,0.5,0.0
1464,enforcer,2,0.0,1.0,0.0,0.5
1465,country house,2,0.0,0.0,0.0,0.0
1466,vengeance,2,0.0,0.0,0.0,0.0
1467,british prime minister,2,2.0,0.0,1.0,0.0
1468,winston churchill,2,1.0,1.0,0.5,0.5
1469,environmental disaster,2,1.0,0.0,0.5,0.0
1470,fireplace,2,0.0,0.0,0.0,0.0
1471,stabbed to death,2,1.0,0.0,0.5,0.0
1472,low-budget,2,0.0,0.0,0.0,0.0
1473,miracle,2,0.0,1.0,0.0,0.5
1474,surfing,2,0.0,1.0,0.0,0.5
1475,godfather,2,0.0,1.0,0.0,0.5
1476,overcoming,2,1.0,1.0,0.5,0.5
1477,abusive husband,2,0.0,0.0,0.0,0.0
1478,physicist,2,1.0,1.0,0.5,0.5
1479,fictional biography,2,1.0,0.0,0.5,0.0
1480,clock,2,1.0,0.0,0.5,0.0
1481,nfl,2,0.0,0.0,0.0,0.0
1482,look-alike,2,0.0,0.0,0.0,0.0
1483,cheating,2,0.0,1.0,0.0,0.5
1484,surfer,2,1.0,1.0,0.5,0.5
1485,young woman,2,1.0,0.0,0.5,0.0
1486,finances,2,1.0,0.0,0.5,0.0
1487,puerto rico,2,0.0,1.0,0.0,0.5
1488,crime lord,2,0.0,1.0,0.0,0.5
1489,martian,2,0.0,1.0,0.0,0.5
1490,drug rehabilitation,2,0.0,1.0,0.0,0.5
1491,shotgun,2,0.0,1.0,0.0,0.5
1492,street musician,2,0.0,0.0,0.0,0.0
1493,telephone conversation,2,0.0,1.0,0.0,0.5
1494,corpse,2,0.0,0.0,0.0,0.0
1495,psychiatrist,2,1.0,1.0,0.5,0.5
1496,embezzlement,2,0.0,0.0,0.0,0.0
1497,double crossed,2,0.0,0.0,0.0,0.0
1498,equal pay,2,0.0,1.0,0.0,0.5
1499,"edinburgh, scotland",2,0.0,1.0,0.0,0.5
1500,bachelor,2,0.0,0.0,0.0,0.0
1501,aquarium,2,0.0,0.0,0.0,0.0
1502,assault rifle,2,1.0,0.0,0.5,0.0
1503,rock music,2,0.0,1.0,0.0,0.5
1504,child custody,2,0.0,0.0,0.0,0.0
1505,buried alive,2,0.0,0.0,0.0,0.0
1506,freshman,2,0.0,0.0,0.0,0.0
1507,sex addict,2,0.0,0.0,0.0,0.0
1508,planning,2,0.0,0.0,0.0,0.0
1509,library,2,0.0,0.0,0.0,0.0
1510,hot tub,2,0.0,1.0,0.0,0.5
1511,horror spoof,2,0.0,0.0,0.0,0.0
